,storename,address,loncationdetail,lon,lat,city,province,district,township,geometry
0,北京星泰中心,北京市朝阳区酒仙桥路甲16号星泰中心A1-02,"116.490200,39.971870",116.4902,39.97187,北京市,北京市,朝阳区,将台镇,POINT (116.4902 39.97187)
1,后街商业广场,昆山市虹祺路243号后街商业广场C5幢楼一楼部分商铺。,"120.920690,31.411805",120.92069,31.411805,苏州市,江苏省,昆山市,玉山镇,POINT (120.92069 31.411805)
2,哈尔滨国际餐厅,哈尔滨西大直街4号567漫天地二层,"126.643240,45.756718",126.64324,45.756718,哈尔滨市,黑龙江省,南岗区,花园街道,POINT (126.64324 45.756718)
3,海那城百联奥特莱斯,济南市槐荫区美里路555号10号楼一层商铺,"116.913773,36.716513",116.913773,36.716513,济南市,山东省,槐荫区,美里湖街道,POINT (116.913773 36.716513)
4,扬州三盛店,扬州市邗江中路358号三盛国际广场5号楼1 - 4号商铺。,"119.397392,32.380924",119.397392,32.380924,扬州市,江苏省,邗江区,邗上街道,POINT (119.397392 32.380924)
5,北京龙冠置业店,北京市昌平区龙冠置业大厦A座一层A103,"116.319789,40.074331",116.319789,40.074331,北京市,北京市,昌平区,龙泽园街道,POINT (116.319789 40.074331)
6,余姚高铁南路,余姚市城区站南路199-249号余姚高铁商业广场东交1#一层1-109/1-110号商铺。,"121.168749,30.096659",121.168749,30.096659,宁波市,浙江省,余姚市,凤山街道,POINT (121.168749 30.096659)
7,北京慕田峪,北京市怀柔区渤海镇慕田峪旅游区,"116.467207,40.415310",116.467207,40.41531,北京市,北京市,怀柔区,渤海镇,POINT (116.467207 40.41531)
8,无锡海岸城店,无锡滨湖区立信大道168号海岸城39 - 101第119 - 120号商铺。,"120.302850,31.488663",120.30285,31.488663,无锡市,江苏省,滨湖区,太湖街道,POINT (120.30285 31.488663)
9,北京世界之花,北京市大兴区旧宫镇久敬庄路世界之花假日广场3F-B-07,"116.422140,39.819832",116.42214,39.819832,北京市,北京市,大兴区,旧宫镇,POINT (116.42214 39.819832)
10,荆州人信汇店,湖北省荆州市沙市区北京路人信汇1单元1层2号,"112.248290,30.308880",112.24829,30.30888,荆州市,湖北省,沙市区,崇文街道,POINT (112.24829 30.30888)
11,北京合生麒麟社,北京市朝阳区望京阜安西路11号楼CF101.102.103,"116.477866,39.997650",116.477866,39.99765,北京市,北京市,朝阳区,望京街道,POINT (116.477866 39.99765)
12,南通万达店,港闸区长平路9号万达广场1032号商铺。,"120.834277,32.036337",120.834277,32.036337,南通市,江苏省,港闸区,永兴街道,POINT (120.834277 32.036337)
13,常熟美城店,常熟市海虞北路35号美城购物中心一楼1018部分/1019部分/1037商铺及海虞北路39号一楼101部分商铺。,"120.754618,31.672835",120.754618,31.672835,苏州市,江苏省,常熟市,虞山街道,POINT (120.754618 31.672835)
14,重庆恒大中渝,重庆市渝北区红锦大道100 号都会首站二、三期T6 号楼,"106.521840,29.598630",106.52184,29.59863,重庆市,重庆市,渝北区,龙溪街道,POINT (106.52184 29.59863)
15,保定信誉楼餐厅,河北省保定市莲池区七一中路455号,"115.512260,38.878231",115.51226,38.878231,保定市,河北省,莲池区,中华路街道,POINT (115.51226 38.878231)
16,齐齐哈尔万达店,黑龙江省齐齐哈尔市建华区新江路1号（万达广场内1层1036-2035号）,"123.948942,47.367745",123.948942,47.367745,齐齐哈尔市,黑龙江省,建华区,文化街道,POINT (123.948942 47.367745)
17,温州路之遥奥特莱斯,浙江省温州乐清市北白象镇温州大桥工业区北环南路 1 号 13-130 至 13-139、13-225 至 13-229 号,"120.811557,28.020114",120.811557,28.020114,温州市,浙江省,乐清市,北白象镇,POINT (120.811557 28.020114)
18,武汉天河国际机场,湖北省武汉市黄陂区天河国际机场T3航站楼2层B区到达2A-32-1铺,"114.217958,30.771511",114.217958,30.771511,武汉市,湖北省,黄陂区,天河街道,POINT (114.217958 30.771511)
19,石家庄勒泰餐厅,河北省石家庄市长安区中山东路39号勒泰中心裙楼F2-64A、64B商铺,"114.505839,38.045380",114.505839,38.04538,石家庄市,河北省,长安区,中山东路街道,POINT (114.505839 38.04538)
20,上海宝山永辉,宝山区东林路201-10号商铺,"121.492583,31.407503",121.492583,31.407503,上海市,上海市,宝山区,友谊路街道,POINT (121.492583 31.407503)
21,北京马家堡新荟城,北京市丰台区角门19号院1、2号楼新荟城购物中心1层16号,"116.378258,39.836661",116.378258,39.836661,北京市,北京市,丰台区,马家堡街道,POINT (116.378258 39.836661)
22,青岛嘉年华餐厅,青岛市经济技术开发区嘉年华澳乐购U区U1-1,"120.171390,35.933129",120.17139,35.933129,青岛市,山东省,黄岛区,灵山卫街道,POINT (120.17139 35.933129)
23,沈阳万科明天店,沈阳市浑南新区新隆街1-26号明天广场101,"123.457608,41.722585",123.457608,41.722585,沈阳市,辽宁省,浑南区,五三街道,POINT (123.457608 41.722585)
24,福州火车北站,福州市晋安区华林路 502 号福州站北站房商业夹层 JC -02 号,"119.319544,26.112029",119.319544,26.112029,福州市,福建省,晋安区,茶园街道,POINT (119.319544 26.112029)
25,中贸广场店,陕西省西安市碑林区长安北路118号中贸广场A座北门一楼永辉超市门前,"108.945751,34.242296",108.945751,34.242296,西安市,陕西省,碑林区,长安路街道,POINT (108.945751 34.242296)
26,武汉大洋百货,武汉市汉阳区龙阳大道36号大洋百货商场B1F/1F楼B1B-31,"114.209203,30.560125",114.209203,30.560125,武汉市,湖北省,汉阳区,永丰街街道,POINT (114.209203 30.560125)
27,太原华宇,山西省太原市府西街与新建路交汇华宇精品商厦底商,"112.550161,37.874060",112.550161,37.87406,太原市,山西省,杏花岭区,三桥街道,POINT (112.550161 37.87406)
28,重庆新天地餐厅,重庆市渝中区瑞天路10号第一层117号店铺,"106.516485,29.548896",106.516485,29.548896,重庆市,重庆市,渝中区,化龙桥街道,POINT (106.516485 29.548896)
29,上海五角场店,上海市政通路189号近淞沪路，万达商业广场特力时尚汇内,"121.514735,31.300337",121.514735,31.300337,上海市,上海市,杨浦区,五角场街道,POINT (121.514735 31.300337)
30,泰州茂业百货店,泰州市南通路386号茂业百货一楼124号商铺。,"119.927069,32.497138",119.927069,32.497138,泰州市,江苏省,海陵区,城东街道,POINT (119.927069 32.497138)
31,南京珠海路未来城,南京市玄武区珠江路498 号未来城B 座地下一层至地上三层,"118.798725,32.047580",118.798725,32.04758,南京市,江苏省,玄武区,梅园新村街道,POINT (118.798725 32.04758)
32,上海金丰路,上海市闵行区运乐路599、595号,"121.282147,31.203705",121.282147,31.203705,上海市,上海市,闵行区,华漕镇,POINT (121.282147 31.203705)
33,西宁海湖万达店,西宁市广场路1号万达广场一层1037号,"101.715828,36.642648",101.715828,36.642648,西宁市,青海省,城西区,彭家寨镇,POINT (101.715828 36.642648)
34,天津百脑汇餐厅,天津市南开区鞍山西道336号天津百脑汇商铺号TJA1Y01和TJA2Y03,"117.157915,39.115481",117.157915,39.115481,天津市,天津市,南开区,万兴街道,POINT (117.157915 39.115481)
35,常州武进万达店,武进区花园街301号1007A商铺。,"119.944330,31.729388",119.94433,31.729388,常州市,江苏省,武进区,湖塘镇,POINT (119.94433 31.729388)
36,北京Plus365,北京市门头沟区冯石环路6号院3号楼华润置地Plus365一层L110,"116.110457,39.910510",116.110457,39.91051,北京市,北京市,门头沟区,永定镇,POINT (116.110457 39.91051)
37,天津津南永旺,天津市津南区辛庄镇深特广场1号楼永旺梦乐城3层360,"117.342412,39.029114",117.342412,39.029114,天津市,天津市,津南区,辛庄镇,POINT (117.342412 39.029114)
38,台州万达店,台州市椒江区开发大道790号万达广场1楼汉堡王餐厅,"121.416000,28.637125",121.416,28.637125,台州市,浙江省,椒江区,白云街道,POINT (121.416 28.637125)
39,北京华彩望京,北京市朝阳区广顺北大街16号院望京华彩商业中心1楼A101商铺,"116.468758,40.010239",116.468758,40.010239,北京市,北京市,朝阳区,东湖街道,POINT (116.468758 40.010239)
40,青岛火车站店,青岛市市南区费县路1号青岛火车站南候车室QDJ-4、QDJ-16号,"120.311605,36.063919",120.311605,36.063919,青岛市,山东省,市南区,中山路街道,POINT (120.311605 36.063919)
41,南京慕斯荟,南京市浦口区江浦街道紫晶龙华广场一楼110号商铺,"118.645958,32.073761",118.645958,32.073761,南京市,江苏省,浦口区,江浦街道,POINT (118.645958 32.073761)
42,欣都龙城,昆明市北京路1079号欣都龙城VCpark1栋L1层1-15-1号商铺,"102.733075,25.079705",102.733075,25.079705,昆明市,云南省,盘龙区,金辰街道,POINT (102.733075 25.079705)
43,太原解放路餐厅,山西省太原市杏花岭区解放路175号1号楼万达广场2003号商铺,"112.561424,37.885246",112.561424,37.885246,太原市,山西省,杏花岭区,巨轮街道,POINT (112.561424 37.885246)
44,威海九龙城店,山东省威海市经区九龙城购物中心一楼,"122.171960,37.421943",122.17196,37.421943,威海市,山东省,环翠区,皇冠街道,POINT (122.17196 37.421943)
45,天津东站餐厅,天津市河东区春华街道天津站交通枢纽后广场轨道换乘中心D区006号,"117.211538,39.137889",117.211538,39.137889,天津市,天津市,河东区,春华街道,POINT (117.211538 39.137889)
46,沈阳豫珑城店,沈阳市沈河区北中街路116号豫珑城商场一楼W119,"123.456471,41.801563",123.456471,41.801563,沈阳市,辽宁省,沈河区,皇城街道,POINT (123.456471 41.801563)
47,广州合生广场店,广州市海珠区叠景路156-170 号L2-05/06A商铺,"113.313840,23.085983",113.31384,23.085983,广州市,广东省,海珠区,凤阳街道,POINT (113.31384 23.085983)
48,长春迅驰广场,吉林省长春市南关区长春市净月区博学路1555号迅驰广场,"125.417076,43.821293",125.417076,43.821293,长春市,吉林省,南关区,净月街道,POINT (125.417076 43.821293)
49,苏州世茂,苏州市姑苏区宝带西路1177号5幢楼（即世茂运河城商业二期3#）512号,"120.599891,31.263513",120.599891,31.263513,苏州市,江苏省,姑苏区,吴门桥街道,POINT (120.599891 31.263513)
50,杭州大华国际店,杭州市西湖区文二路341-3 号。,"120.124410,30.282349",120.12441,30.282349,杭州市,浙江省,西湖区,翠苑街道,POINT (120.12441 30.282349)
51,北京通州罗斯福,北京市通州区翠景北里21号楼京通罗斯福广场,"116.658585,39.889001",116.658585,39.889001,北京市,北京市,通州区,梨园镇,POINT (116.658585 39.889001)
52,南京江苏电视台（北京东路）,南京市玄武区北京东路4号广电城二期商业项目二层206室,"118.785339,32.057875",118.785339,32.057875,南京市,江苏省,玄武区,新街口街道,POINT (118.785339 32.057875)
53,惠州南坛,惠州市南新路30号家华花园A、B栋首层商场F1A001铺位,"114.409513,23.080302",114.409513,23.080302,惠州市,广东省,惠城区,桥西街道,POINT (114.409513 23.080302)
54,南昌鑫凯新城吾悦餐厅,南昌市南昌高新技术产业开发区艾溪湖北路77 号南昌吾悦商业广场1034铺位,"115.972582,28.711488",115.972582,28.711488,南昌市,江西省,青山湖区,艾溪湖管理处,POINT (115.972582 28.711488)
55,济宁贵和店,济宁市任城区金宇路59号贵和购物广场1F-A108,"116.604326,35.431304",116.604326,35.431304,济宁市,山东省,任城区,洸河街道,POINT (116.604326 35.431304)
56,大连圣亚餐厅,辽宁省大连市沙河口区中山路608号大连圣亚海洋世界 鲸Mall一层,"121.571778,38.879243",121.571778,38.879243,大连市,辽宁省,沙河口区,星海湾街道,POINT (121.571778 38.879243)
57,深圳西乡天虹（魅力时代）,广东省深圳市宝安区西乡街道魅力时代花园A-J裙楼负二层的B2001号,"113.863878,22.575378",113.863878,22.575378,深圳市,广东省,宝安区,西乡街道,POINT (113.863878 22.575378)
58,中山皇爵假日广场,广东省中山市坦洲镇新行政中心区坦神北路118号皇爵广场3栋1层27、28、29、30、33卡商铺,"113.462324,22.276407",113.462324,22.276407,中山市,广东省,[],坦洲镇,POINT (113.462324 22.276407)
59,上塘中海锦城,深圳市龙华新区民治街道龙塘社区中海锦城5栋6101-6105号铺,"114.013961,22.636115",114.013961,22.636115,深圳市,广东省,龙华区,民治街道,POINT (114.013961 22.636115)
60,成都青羊万达,成都市青羊区日月大道一段978号万达广场2030-2031A号商铺,"103.971750,30.676587",103.97175,30.676587,成都市,四川省,青羊区,苏坡街道,POINT (103.97175 30.676587)
61,苏州吴江爱琴海,苏州市吴江区松陵镇开平路1298号爱琴海购物公园F1049 B1020  B1021,"120.658244,31.140434",120.658244,31.140434,苏州市,江苏省,吴江区,太湖新城镇,POINT (120.658244 31.140434)
62,南京森林摩尔,玄武区森林摩尔商业街区3号楼108商铺,"118.867136,32.038962",118.867136,32.038962,南京市,江苏省,玄武区,孝陵卫街道,POINT (118.867136 32.038962)
63,济南名泉春晓餐厅,山东省济南市天桥区堤口路南侧纬六路东侧名泉广场E地1楼L1-034,"116.982028,36.675429",116.982028,36.675429,济南市,山东省,天桥区,宝华街道,POINT (116.982028 36.675429)
64,美美百货,新疆乌鲁木齐市沙依巴克区西北路516号1栋1层1,"87.586259,43.819801",87.586259,43.819801,乌鲁木齐市,新疆维吾尔自治区,沙依巴克区,友好南路街道,POINT (87.586259 43.819801)
65,广州马场路店,广州市天河区马场路36号B134、B135-1(自编号）,"113.344021,23.123611",113.344021,23.123611,广州市,广东省,天河区,冼村街道,POINT (113.344021 23.123611)
66,三明开元荟餐厅,三明市梅列区天元国际大酒店天元荟商场1-7号铺汉堡王餐厅,"117.636629,26.265567",117.636629,26.265567,三明市,福建省,梅列区,列东街道,POINT (117.636629 26.265567)
67,上海长宁路,上海市长宁区长宁路88号长宁KING88一层L1-16室,"121.426984,31.228665",121.426984,31.228665,上海市,上海市,长宁区,华阳路街道,POINT (121.426984 31.228665)
68,扬州宝龙城市广场店,扬州市经济开发区扬子江中路9号7号楼1F-052/2F-053号商铺。,"119.417042,32.364678",119.417042,32.364678,扬州市,江苏省,邗江区,扬子津街道,POINT (119.417042 32.364678)
69,成都总府路,成都市锦江区总府路12号茂业百货春熙店2F201号商铺,"104.078610,30.657248",104.07861,30.657248,成都市,四川省,锦江区,春熙路街道,POINT (104.07861 30.657248)
70,杭州滨江宝龙城市广场,浦沿街道滨盛路3867号滨江宝龙城市广场M-F1-014-1。,"120.168331,30.188162",120.168331,30.188162,杭州市,浙江省,滨江区,浦沿街道,POINT (120.168331 30.188162)
71,昆明春融街（昆明花千坊）,云南省昆明市呈贡区春融街779号实力心城花千坊23栋101号商铺,"102.823260,24.881010",102.82326,24.88101,昆明市,云南省,呈贡区,乌龙街道,POINT (102.82326 24.88101)
72,合肥万达茂,滨湖区庐州大道800号合肥万达茂一层1001号商铺,"117.307670,31.781379",117.30767,31.781379,合肥市,安徽省,包河区,骆岗街道,POINT (117.30767 31.781379)
73,上海宝山新业坊,上海市逸仙路1328号新业坊源创园区2号楼103号,"121.484315,31.316055",121.484315,31.316055,上海市,上海市,宝山区,高境镇,POINT (121.484315 31.316055)
74,南昌万达茂汉堡王,江西省南昌市红谷滩新区九龙湖万达茂2037号铺位,"115.786410,28.586650",115.78641,28.58665,南昌市,江西省,新建区,九龙湖管理处,POINT (115.78641 28.58665)
75,苏州中心,苏州中心MALLB1层(A)B1-91号,"120.677614,31.318664",120.677614,31.318664,苏州市,江苏省,苏州工业园区,娄葑街道,POINT (120.677614 31.318664)
76,武汉汉口火车站,湖北省武汉市江汉区汉口火车站地下一层A022号,"114.254845,30.615503",114.254845,30.615503,武汉市,湖北省,江汉区,常青街街道,POINT (114.254845 30.615503)
77,石狮宝岛中路（石狮泰禾广场）,福建省泉州市石狮市宝岛中路泰禾广场10号楼一层L113、L113-1号店铺（商场4号门旁）,"118.646375,24.738303",118.646375,24.738303,泉州市,福建省,石狮市,湖滨街道,POINT (118.646375 24.738303)
78,厦门瑞丰里,厦门市湖里区高新技术园区钟岭路68号瑞丰里一层21号,"118.161386,24.531345",118.161386,24.531345,厦门市,福建省,湖里区,禾山街道,POINT (118.161386 24.531345)
79,长春中东湖西路店,吉林省长春市绿园区湖西路与泰来街交汇中东七彩城一层汉堡王,"125.278405,43.870306",125.278405,43.870306,长春市,吉林省,绿园区,春城街道,POINT (125.278405 43.870306)
80,苏州吴江吾悦,苏州市吴江区松陵镇人民路2188号吾悦广场A幢187号,"120.618069,31.137692",120.618069,31.137692,苏州市,江苏省,吴江区,太湖新城镇,POINT (120.618069 31.137692)
81,内江万达店,内江市东兴区汉安大道万达广场二号门,"105.041543,29.604556",105.041543,29.604556,内江市,四川省,东兴区,西林街道,POINT (105.041543 29.604556)
82,大连明秀山庄餐厅,大连市中山区秀月街370-1汉堡王餐厅,"121.647066,38.874843",121.647066,38.874843,大连市,辽宁省,中山区,桃源街道,POINT (121.647066 38.874843)
83,西安砂之船,西安市浐灞生态区世博大道5001号砂之船奥莱2楼2-B-34/2-B-35号商铺 汉堡王餐厅,"109.044751,34.343999",109.044751,34.343999,西安市,陕西省,灞桥区,灞桥街道,POINT (109.044751 34.343999)
84,深圳COCOPAK店,深圳市福田区民田路东福华三路北星河苏活购物公园202：L2C-002,"114.053833,22.534861",114.053833,22.534861,深圳市,广东省,福田区,福田街道,POINT (114.053833 22.534861)
85,山大路万科,济南市历城区山大路65号成大科技城1层A3-01,"117.055598,36.673659",117.055598,36.673659,济南市,山东省,历下区,[],POINT (117.055598 36.673659)
86,沈阳太阳狮店,沈阳经济开发区十四号路太阳狮星悦荟一层,"123.248598,41.747579",123.248598,41.747579,沈阳市,辽宁省,铁西区,沈阳市经济技术开发区,POINT (123.248598 41.747579)
87,上海浦东新区荣欣,上海市浦东新区金钻路828弄1-9号，金钻路798-806（双），816-818（双），824-826（双），842-850（双）号，恒越荣欣广场商铺号为5号151-157,"121.670904,31.287668",121.670904,31.287668,上海市,上海市,浦东新区,曹路镇,POINT (121.670904 31.287668)
88,天津凯莱赛餐厅,天津市红桥区丁字沽一号路天津凯莱赛商厦一层10号商铺,"117.167918,39.176210",117.167918,39.17621,天津市,天津市,红桥区,丁字沽街道,POINT (117.167918 39.17621)
89,四道口餐厅,海淀区学院南路50号 SDK-Filt 购物中心一层汉堡王,"116.348896,39.957511",116.348896,39.957511,北京市,北京市,海淀区,北太平庄街道,POINT (116.348896 39.957511)
90,珠海大前门,珠海市香洲区前山明珠南路2023号大前门商业广场一层001号,"113.519695,22.253411",113.519695,22.253411,珠海市,广东省,香洲区,前山街道,POINT (113.519695 22.253411)
91,深圳东门百货（深南中路）,深圳市罗湖区东门街道深南中路123号百货广场大厦东大门项目内一层L132号商铺,"114.118766,22.543604",114.118766,22.543604,深圳市,广东省,罗湖区,东门街道,POINT (114.118766 22.543604)
92,重庆龙湖时代天街,"重庆市渝中区时代天街3号门龙湖.时代天街d馆-l1-18,l19号","106.511452,29.536999",106.511452,29.536999,重庆市,重庆市,渝中区,石油路街道,POINT (106.511452 29.536999)
93,天津塘沽万达,天津滨海新区中心商务区大连东道南侧万达广场2036号,"117.684510,39.022825",117.68451,39.022825,天津市,天津市,滨海新区,于家堡街道,POINT (117.68451 39.022825)
94,普宁星河店,广东省普宁市流沙市区环市北路南侧广达北路东侧时代中心星河Coco city一楼L1C-116、117号及夹层L1MC-116、117号商铺,"116.161760,23.315726",116.16176,23.315726,揭阳市,广东省,普宁市,流沙北街道,POINT (116.16176 23.315726)
95,徐州铜山万达店,徐州市铜山区北京北路19号1050号商铺。,"117.187981,34.190100",117.187981,34.1901,徐州市,江苏省,铜山区,铜山街道,POINT (117.187981 34.1901)
96,厦门日圆二里（建发湾悦城）,厦门市湖里区日元二里1号湾悦城购物中心01楼L1-006A号,"118.162458,24.516306",118.162458,24.516306,厦门市,福建省,湖里区,禾山街道,POINT (118.162458 24.516306)
97,重庆天和里,重庆市江北区观音桥步行街10号附2号G层001号商铺,"106.534254,29.573836",106.534254,29.573836,重庆市,重庆市,江北区,观音桥街道,POINT (106.534254 29.573836)
98,太原国际金融中心,太原市南中环长治路口山西国际金融中心,"112.559804,37.792582",112.559804,37.792582,太原市,山西省,小店区,太原高新技术产业开发区,POINT (112.559804 37.792582)
99,云南曲靖万达广场店,曲靖市麒麟区(经开区)学府路与三江大道交叉口万达广场2楼,"103.757882,25.521135",103.757882,25.521135,曲靖市,云南省,麒麟区,西城街道,POINT (103.757882 25.521135)
100,郑州惠济万达,河南省郑州市惠济区文化北路惠济万达广场2号门1楼,"113.635932,34.868429",113.635932,34.868429,郑州市,河南省,惠济区,迎宾路街道,POINT (113.635932 34.868429)
101,苏州合景悠方,江苏省苏州市吴中区木渎镇竹园路与金枫路交汇处金枫路 264 号。,"120.528919,31.272983",120.528919,31.272983,苏州市,江苏省,吴中区,木渎镇,POINT (120.528919 31.272983)
102,嘉定西云楼,上海市嘉定区洪德路266号,"121.248122,31.352626",121.248122,31.352626,上海市,上海市,嘉定区,嘉定工业区,POINT (121.248122 31.352626)
103,长春活力城店,吉林省长春市重庆路与大经路交汇活力城一层汉堡王,"125.334713,43.891165",125.334713,43.891165,长春市,吉林省,南关区,自强街道,POINT (125.334713 43.891165)
104,南京托乐嘉广场（将军大道）,江苏省南京市江宁开发区将军大道9号托乐嘉商业街区109 幢1楼106号、B1楼106号,"118.787262,31.943027",118.787262,31.943027,南京市,江苏省,江宁区,秣陵街道,POINT (118.787262 31.943027)
105,重庆万象汇,重庆市南岸区重庆弹子石华润万象汇第LG层LG56号及第L1层L146号商铺,"106.591196,29.580432",106.591196,29.580432,重庆市,重庆市,南岸区,弹子石街道,POINT (106.591196 29.580432)
106,上海铜川路,上海市普陀区铜川路68号1-20号商铺,"121.419592,31.255553",121.419592,31.255553,上海市,上海市,普陀区,石泉路街道,POINT (121.419592 31.255553)
107,杭州天虹百货,江干区新塘路108号天虹购物中心B座一、二层135、201号商铺。,"120.209843,30.264579",120.209843,30.264579,杭州市,浙江省,江干区,四季青街道,POINT (120.209843 30.264579)
108,荆门银泰城,湖北省荆门市东宝区象山一路6号荆门银泰城1层116、117铺位,"112.201888,31.037856",112.201888,31.037856,荆门市,湖北省,东宝区,龙泉街道,POINT (112.201888 31.037856)
109,上海金桥家乐福,上海市浦东新区碧云路553号家乐福一层9号,"121.581241,31.238856",121.581241,31.238856,上海市,上海市,浦东新区,金桥经济技术开发区,POINT (121.581241 31.238856)
110,厦门T3机场,中国（福建）自由贸易试验区厦门片区厦门高崎国际机场T3候机楼 内三楼国际隔离区T3-E-13,"118.131050,24.533403",118.13105,24.533403,厦门市,福建省,湖里区,殿前街道,POINT (118.13105 24.533403)
111,深圳龙岗万科,深圳市龙岗区龙翔大道7188号龙岗万科广场L3-35铺,"114.243682,22.714337",114.243682,22.714337,深圳市,广东省,龙岗区,龙城街道,POINT (114.243682 22.714337)
112,兰州城关万达店,兰州市城关区天水北路224号万达百货一层1111号,"103.863060,36.063578",103.86306,36.063578,兰州市,甘肃省,城关区,雁北街道,POINT (103.86306 36.063578)
113,天津梅江永旺,天津市 西青区 西青经济技术开发区友谊南路111号A区永旺梦乐城一层165号,"117.219083,39.027045",117.219083,39.027045,天津市,天津市,西青区,西青区开发区,POINT (117.219083 39.027045)
114,南通星光耀店,崇川区工农南路100号南通星光耀广场12幢一层12 - 102 - 1、12 - 102 - 2号商铺。,"120.890203,31.967335",120.890203,31.967335,南通市,江苏省,崇川区,狼山镇街道,POINT (120.890203 31.967335)
115,台州中盛城市广场店,台州市路桥区银座街508号中盛城市广场负一楼汉堡王餐厅,"121.378273,28.579263",121.378273,28.579263,台州市,浙江省,路桥区,路桥街道,POINT (121.378273 28.579263)
116,武汉滨江世茂店,汉阳区鹦鹉洲地区世茂锦绣长江二期沿江商业地下室一层115、140、141、142、143、144号室。,"114.273796,30.538021",114.273796,30.538021,武汉市,湖北省,汉阳区,鹦鹉街街道,POINT (114.273796 30.538021)
117,杭州下沙蒲公英天地,浙江省杭州经济技术开发区阳光华城23幢23-101、23-102、23-111、23-112室,"120.374542,30.306596",120.374542,30.306596,杭州市,浙江省,江干区,白杨街道,POINT (120.374542 30.306596)
118,深圳玖悦雅轩,深圳市宝安区新安街道大浪社区前进一路92号玖悦雅轩-101-07号商铺,"113.904150,22.569845",113.90415,22.569845,深圳市,广东省,宝安区,新安街道,POINT (113.90415 22.569845)
119,杭州东城广场,杭州东城广场地铁东城一楼L101号商铺。,"120.278525,30.311054",120.278525,30.311054,杭州市,浙江省,江干区,九堡街道,POINT (120.278525 30.311054)
120,印象城餐厅,山东省济南市历城区花园路136号印象城地下一层B101号汉堡王,"117.065247,36.684502",117.065247,36.684502,济南市,山东省,历城区,洪家楼街道,POINT (117.065247 36.684502)
121,青岛大融城,青岛市市北区龙城路卓越大融城一层汉堡王餐厅,"120.378750,36.090000",120.37875,36.09,青岛市,山东省,市北区,敦化路街道,POINT (120.37875 36.09)
122,成都武侯万达,四川省成都市武侯区聚龙路988号万达广场,"103.997749,30.621174",103.997749,30.621174,成都市,四川省,武侯区,簇锦街道,POINT (103.997749 30.621174)
123,北京LG大厦,北京市朝阳区建外大街乙12号LG双子座大厦地下一层汉堡王,"116.449311,39.907703",116.449311,39.907703,北京市,北京市,朝阳区,建外街道,POINT (116.449311 39.907703)
124,包头维多利店,内蒙古自治区包头市钢铁大街96号维多利商厦首层,"109.813647,40.657600",109.813647,40.6576,包头市,内蒙古自治区,昆都仑区,白云路街道,POINT (109.813647 40.6576)
125,上海合生汇,上海市杨浦区黄兴路2228号上海合生国际广场的B2层B2-05,"121.516777,31.299359",121.516777,31.299359,上海市,上海市,杨浦区,五角场街道,POINT (121.516777 31.299359)
126,富兴国际,长沙市开福区芙蓉中路一段303 号富兴时代购物中心一层L130 、L232c号,"112.986960,28.213799",112.98696,28.213799,长沙市,湖南省,开福区,清水塘街道,POINT (112.98696 28.213799)
127,徐州月星环球港店,徐州市经济技术开发区徐海路8号1层第L1079-1080A号商铺及4层第L4072号商铺。,"118.352050,34.380070",118.35205,34.38007,徐州市,江苏省,新沂市,新安街道,POINT (118.35205 34.38007)
128,北京西三旗餐厅,北京市海淀区安宁庄后街2-2号B 3-01,"116.330347,40.050972",116.330347,40.050972,北京市,北京市,海淀区,清河街道,POINT (116.330347 40.050972)
129,北京环球贸易中心餐厅,北京市东城区北三环东路36号院环球贸易中心E座1层,"116.410769,39.966410",116.410769,39.96641,北京市,北京市,东城区,和平里街道,POINT (116.410769 39.96641)
130,北京槐房万达,北京市丰台区槐房西路与南苑西路交叉口万达广场2091号商铺,"116.226850,39.905888",116.22685,39.905888,北京市,北京市,石景山区,鲁谷街道,POINT (116.22685 39.905888)
131,苏州绿景佐邻越溪购物中心,苏州市吴中区越溪塔韵路199号1F,"120.595178,31.215618",120.595178,31.215618,苏州市,江苏省,吴中区,越溪街道,POINT (120.595178 31.215618)
132,成都大件路,成都市双流区大件路白家段280 号乐天玛特一层A14 号商铺,"104.007763,30.570217",104.007763,30.570217,成都市,四川省,双流区,西航港街道,POINT (104.007763 30.570217)
133,福州长乐路,福建省福州市长乐路88 号世欧广场A4 地块天虹商场一楼1071、1072、1073号商铺,"119.326996,26.069176",119.326996,26.069176,福州市,福建省,晋安区,象园街道,POINT (119.326996 26.069176)
134,凯德晶萃,上海市黄浦区徐家汇路268号凯德晶萃广场B2层01号。,"121.470456,31.206180",121.470456,31.20618,上海市,上海市,黄浦区,打浦桥街道,POINT (121.470456 31.20618)
135,哈尔滨会展一店,黑龙江哈尔滨南岗区红旗大街301号红博会展购物广场餐饮区,"126.701456,45.754988",126.701456,45.754988,哈尔滨市,黑龙江省,南岗区,新春街道,POINT (126.701456 45.754988)
136,武汉荟聚中心,武汉市硚口区长宜路特一号武汉荟聚中心3层,"114.167887,30.617837",114.167887,30.617837,武汉市,湖北省,硚口区,易家街道,POINT (114.167887 30.617837)
137,深圳德润荣君府,广东省深圳市龙岗区坂田街道马安堂社区布龙路595号德润荣君府4A栋GN25半地下1N22-2 .1N23 . 1N24 .1N25号商铺。,"113.981660,22.671250",113.98166,22.67125,深圳市,广东省,龙华区,大浪街道,POINT (113.98166 22.67125)
