,storename,address,loncationdetail,lon,lat,city,province,district,township,geometry
904,泉州世茂摩天城店,泉州市石狮世茂广场·摩天城南区3号楼一层156号,"118.625146,24.749497",118.625146,24.749497,泉州市,福建省,石狮市,灵秀镇,POINT (118.625146 24.749497)
905,惠州新华广场,惠州市江北区26号小区惠州新华广场一层1004号单元,"114.423485,23.124355",114.423485,23.124355,惠州市,广东省,惠城区,江北街道,POINT (114.423485 23.124355)
906,南京游坊城（友谊街）,南京市建邺区友谊街36号游坊城1楼04号和2楼08号商铺,"118.720157,31.966203",118.720157,31.966203,南京市,江苏省,建邺区,建邺区河西中央商务区,POINT (118.720157 31.966203)
907,昆明广场,盘龙区联盟街道北京路与白云路交叉口928号同德昆明广场负一楼,"102.723746,25.068138",102.723746,25.068138,昆明市,云南省,盘龙区,联盟街道,POINT (102.723746 25.068138)
908,重庆熙都会店,重庆市沙坪坝区大学城景苑路8号重庆熙街三期1A-2-1号商铺,"106.303513,29.605486",106.303513,29.605486,重庆市,重庆市,沙坪坝区,虎溪街道,POINT (106.303513 29.605486)
909,营口鲅鱼圈万达店,辽宁省营口市鲅鱼圈区蝴蝶泉路45号1001号商铺,"122.147645,40.242805",122.147645,40.242805,营口市,辽宁省,鲅鱼圈区,红旗满族镇,POINT (122.147645 40.242805)
910,鲜橙广场,苏州星湖街218号鲜橙广场,"120.730598,31.259638",120.730598,31.259638,苏州市,江苏省,苏州工业园区,苏州工业园区直属镇,POINT (120.730598 31.259638)
911,大连第五郡店,辽宁省大连市甘井子区虹韵路193号2#楼2-1-1汉堡王餐厅,"121.520924,38.951728",121.520924,38.951728,大连市,辽宁省,甘井子区,辛寨子街道,POINT (121.520924 38.951728)
912,重庆首创奥特莱斯,重庆市巴南区南泉街道福鹿大道1999号重庆首创奥特莱斯一楼F1-B13号,"106.617739,29.419212",106.617739,29.419212,重庆市,重庆市,巴南区,南泉街道,POINT (106.617739 29.419212)
913,资阳万达店,资阳雁江区娇子大道120号万达广场1036号商铺,"104.619853,30.127160",104.619853,30.12716,资阳市,四川省,雁江区,三贤祠街道,POINT (104.619853 30.12716)
914,苏州印象城（现代大道）,苏州市工业园区现代大道1699号印象城购物中心3037e商铺,"120.657038,31.317509",120.657038,31.317509,苏州市,江苏省,苏州工业园区,娄葑街道,POINT (120.657038 31.317509)
915,银川金凤万达,宁夏银川市金凤区正源北街金凤万达广场一号门一层汉堡王餐厅,"106.248667,38.487042",106.248667,38.487042,银川市,宁夏回族自治区,金凤区,上海西路街道,POINT (106.248667 38.487042)
916,白云国际机场（安检外）店,广东省广州市花都区白云国际机场二号航站楼4楼陆侧餐饮集中区美食广场（国际）部分区域T24D06-6号商铺汉堡王,"113.301186,23.386253",113.301186,23.386253,广州市,广东省,花都区,花东镇,POINT (113.301186 23.386253)
917,沈阳玖伍文化城餐厅,沈阳市和平区太原北街95号,"123.401511,41.792701",123.401511,41.792701,沈阳市,辽宁省,和平区,太原街街道,POINT (123.401511 41.792701)
918,天津社会山,天津市西青区张家窝镇知景道198号社会山中心4#楼1楼128号,"117.046583,39.057069",117.046583,39.057069,天津市,天津市,西青区,张家窝镇,POINT (117.046583 39.057069)
919,北京新世界,北京市崇文门外大街 新世界百货二期青春馆1-2楼,"116.417716,39.896821",116.417716,39.896821,北京市,北京市,东城区,崇文门外街道,POINT (116.417716 39.896821)
920,北京西铁营万达广场,北京市丰台区南苑西铁营村万达广场6008A,"116.350560,39.859230",116.35056,39.85923,北京市,北京市,丰台区,南苑乡,POINT (116.35056 39.85923)
921,宁波镇海万科店,镇海区明海大道与庄市大道交叉口1902万科购物中心1楼F102室。,"121.620166,29.928040",121.620166,29.92804,宁波市,浙江省,镇海区,庄市街道,POINT (121.620166 29.92804)
922,北京国家体育馆鸟巢,北京市朝阳区国家体育场鸟巢,"116.395946,39.993427",116.395946,39.993427,北京市,北京市,朝阳区,奥运村街道,POINT (116.395946 39.993427)
923,西安彩虹谷餐厅,西安曲江新区正荣彩虹谷7号楼F1-02号商铺,"109.010861,34.193734",109.010861,34.193734,西安市,陕西省,雁塔区,曲江街道,POINT (109.010861 34.193734)
924,乌鲁木齐时代广场店,新疆乌鲁木齐天山区光明路30号时代广场一层（面向新民西街）,"87.608614,43.804052",87.608614,43.804052,乌鲁木齐市,新疆维吾尔自治区,天山区,青年路街道,POINT (87.608614 43.804052)
925,嘉定南翔慧天地,上海市嘉定区银翔路 609 号 1 层 111、112-5、116-3、117-3 号。,"121.323425,31.290428",121.323425,31.290428,上海市,上海市,嘉定区,南翔镇,POINT (121.323425 31.290428)
926,深圳领航城,深圳市宝安区航城大道与黄田路交汇处东北侧（航城路口公交站旁）,"113.851660,22.606631",113.85166,22.606631,深圳市,广东省,宝安区,西乡街道,POINT (113.85166 22.606631)
927,太原黎氏阁,太原市万柏林区金阳南路99号12号楼黎氏阁生活购物广场一层12-09,"112.482707,37.851043",112.482707,37.851043,太原市,山西省,万柏林区,小井峪街道,POINT (112.482707 37.851043)
928,田厦金牛广场店,深圳市南山区桃园路田厦金牛广场A座-1层101号商铺,"113.926772,22.532932",113.926772,22.532932,深圳市,广东省,南山区,南头街道,POINT (113.926772 22.532932)
929,重庆东原店,重庆市江北区大石坝红石路37号东原新新PARK购物中心L1A01,"106.496634,29.571239",106.496634,29.571239,重庆市,重庆市,江北区,大石坝街道,POINT (106.496634 29.571239)
930,八佰伴,宜兴市东氿区宜城街道解放东路288号宜兴八佰伴一层L1008-1009铺位。,"119.843022,31.358480",119.843022,31.35848,无锡市,江苏省,宜兴市,宜城街道,POINT (119.843022 31.35848)
931,上海凌云壹街坊,徐汇区上中西路280号1楼108号商铺,"121.425572,31.134927",121.425572,31.134927,上海市,上海市,徐汇区,凌云路街道,POINT (121.425572 31.134927)
932,宁德万达餐厅,福建省宁德市蕉城区天湖东路1号万达广场一号门入口 汉堡王餐厅,"119.538420,26.651147",119.53842,26.651147,宁德市,福建省,蕉城区,蕉南街道,POINT (119.53842 26.651147)
933,青岛泰山路餐厅,山东省青岛市市北区泰山路99号邻里中心-8商铺,"120.334956,36.083852",120.334956,36.083852,青岛市,山东省,市北区,辽宁路街道,POINT (120.334956 36.083852)
934,梅州东汇城店,梅州市梅江区三角镇客都大道梅州东汇城D1购物中心1层1119、1120、1042、1043、1044号商铺、2层2045号商铺,"116.140215,24.269799",116.140215,24.269799,梅州市,广东省,梅江区,三角镇,POINT (116.140215 24.269799)
935,上海沪闵路1#（莘庄凯德龙之梦）,闵行区沪闵路6088号凯德龙之梦广场B2层21号,"121.378497,31.107354",121.378497,31.107354,上海市,上海市,闵行区,莘庄镇,POINT (121.378497 31.107354)
936,烟台弘阳餐厅,山东省烟台市芝罘区南大街大海阳路126号,"121.376066,37.540647",121.376066,37.540647,烟台市,山东省,芝罘区,白石街道,POINT (121.376066 37.540647)
937,重庆南坪万达餐厅,重庆市南岸区江南大道8号万达广场2020-1、2020-2号商铺,"106.569086,29.525848",106.569086,29.525848,重庆市,重庆市,南岸区,南坪街道,POINT (106.569086 29.525848)
938,上海松江御上海MO街,上海市松江区梅家浜路1187 号-1 室。,"121.240224,31.051705",121.240224,31.051705,上海市,上海市,松江区,中山街道,POINT (121.240224 31.051705)
939,融创广场,南京市玄武区红山南路89号莱蒙都会广场1楼104、105号及2楼202、203号。,"118.795397,32.089408",118.795397,32.089408,南京市,江苏省,鼓楼区,小市街道,POINT (118.795397 32.089408)
940,恩平锦江大道店,恩平市锦江大道东6号购物广场A区昌大昌超市1F/33、34、35号铺,"112.344385,22.185539",112.344385,22.185539,江门市,广东省,恩平市,东成镇,POINT (112.344385 22.185539)
941,廊坊月色广场店,河北省廊坊市新华路57号月色广场一层汉堡王,"116.708974,39.521098",116.708974,39.521098,廊坊市,河北省,广阳区,解放道街道,POINT (116.708974 39.521098)
942,苏州百脑汇,苏州金阊区广济南路258号1层及2层【商铺号：1Y03、2Y01】,"120.600428,31.310880",120.600428,31.31088,苏州市,江苏省,姑苏区,金阊街道,POINT (120.600428 31.31088)
943,广州建滔大厦店,广州市天河区珠江新城花城大道18号建滔广场第 1 层第 03 号单元,"113.317442,23.118939",113.317442,23.118939,广州市,广东省,天河区,猎德街道,POINT (113.317442 23.118939)
944,西安兰岛广场餐厅,陕西省西安市高新区科技六路4号兰岛广场一层1F-013号汉堡王餐厅,"108.935682,34.229000",108.935682,34.229,西安市,陕西省,雁塔区,小寨路街道,POINT (108.935682 34.229)
945,南奉公路(奉贤苏宁),奉贤区南奉公路7500号奉贤苏宁广场10#1F121、123、124号商铺,"121.488532,30.918113",121.488532,30.918113,上海市,上海市,奉贤区,南桥镇,POINT (121.488532 30.918113)
946,天津奥城彩七汇,天津市南开区凌宾路奥城彩柒汇生活广场8号楼103号,"117.171832,39.075425",117.171832,39.075425,天津市,天津市,南开区,体育中心街道,POINT (117.171832 39.075425)
947,四海唐人街店,陕西省西安市未央区凤城三路东段2号 四海唐人街购物中心一层12-1-008,"108.962543,34.323118",108.962543,34.323118,西安市,陕西省,未央区,谭家街道,POINT (108.962543 34.323118)
948,江门美吉特店,江门市新会区启超大道9号美吉特广场旺角一层1005-1008 号商铺,"113.053312,22.498149",113.053312,22.498149,江门市,广东省,新会区,会城街道,POINT (113.053312 22.498149)
949,广州番禺喜悦天地,广州市番禺区市桥街光明北路223号喜悦天地首层127号铺,"113.361306,22.947872",113.361306,22.947872,广州市,广东省,番禺区,市桥街道,POINT (113.361306 22.947872)
950,北京远洋万和城店,北京市朝阳区北四环东路73号院1号楼一层F1-16,"116.432620,39.990796",116.43262,39.990796,北京市,北京市,朝阳区,大屯街道,POINT (116.43262 39.990796)
951,洪泽湖服务区,江苏省淮安市洪泽区高良涧街道洪泽湖服务区西区,"118.890595,33.266482",118.890595,33.266482,淮安市,江苏省,洪泽区,高良涧街道,POINT (118.890595 33.266482)
952,华远好天地,北京市通州区砖厂南里40号楼华远铭悦好天地1楼139号,"116.697226,39.870410",116.697226,39.87041,北京市,北京市,通州区,梨园镇,POINT (116.697226 39.87041)
953,西安凯德,陕西省西安市雁塔区二环南路西段64号凯德广场一层09B号,"108.936378,34.229258",108.936378,34.229258,西安市,陕西省,雁塔区,小寨路街道,POINT (108.936378 34.229258)
954,重庆国泰店,重庆市国泰临江门五四路国泰广场负一楼汉堡王,"106.576143,29.558403",106.576143,29.558403,重庆市,重庆市,渝中区,解放碑街道,POINT (106.576143 29.558403)
955,新城吾悦广场,义乌市江东东路2号义乌新城吾悦广场1楼1016号商铺,"120.104862,29.305018",120.104862,29.305018,金华市,浙江省,义乌市,江东街道,POINT (120.104862 29.305018)
956,北京外交部建外媒体中心,北京市朝阳区秀水街1号建外外交公寓14号楼东侧,"116.438552,39.910485",116.438552,39.910485,北京市,北京市,朝阳区,建外街道,POINT (116.438552 39.910485)
957,宁波北仑,浙江省宁波市北仑区富邦世纪广场C区62-1汉堡王餐厅,"121.843653,29.893653",121.843653,29.893653,宁波市,浙江省,北仑区,新碶街道,POINT (121.843653 29.893653)
958,济南汉峪金谷餐厅,山东省济南市高新区汉峪金融商务中心A1-LG-B号,"117.146544,36.657143",117.146544,36.657143,济南市,山东省,历城区,港沟街道,POINT (117.146544 36.657143)
959,徐州颐和汇临湾广场,徐州市泉山区三环南路南，永嘉太阳城北，泉山美墅东颐和汇临湾广场一楼1031号。,"117.179606,34.210357",117.179606,34.210357,徐州市,江苏省,泉山区,翟山街道,POINT (117.179606 34.210357)
960,吉林华业广场店,吉林省吉林市昌邑区嫩江街199号华业城市广场一楼1F—02号,"126.581030,43.860001",126.58103,43.860001,吉林市,吉林省,昌邑区,延安街道,POINT (126.58103 43.860001)
961,济南海尔绿城,济南市历下区海尔绿城全运村.中央广场5号楼2楼2051号商铺,"117.126972,36.643313",117.126972,36.643313,济南市,山东省,历下区,龙洞街道,POINT (117.126972 36.643313)
962,上海浦东国际机场S2,上海浦东国际机场S2 卫星厅餐饮项目13-2 号,"121.807559,31.140815",121.807559,31.140815,上海市,上海市,浦东新区,祝桥镇,POINT (121.807559 31.140815)
963,威海东方新天地,威海市环翠区文化西路173号东方新天地购物中心一层L1-005,"122.065341,37.526134",122.065341,37.526134,威海市,山东省,环翠区,怡园街道,POINT (122.065341 37.526134)
964,深圳星河盛世Coco City,深圳市龙华新区民治街道星河盛世同场B1-001星河coco city一楼L1C-032号,"114.046688,22.602673",114.046688,22.602673,深圳市,广东省,龙华区,民治街道,POINT (114.046688 22.602673)
965,湘潭城市盒子,湖南省湘潭市雨湖区雨湖路街道车站路 1 号城市盒子一层 101-1 号和二层 2-01 号,"112.907410,27.859460",112.90741,27.85946,湘潭市,湖南省,雨湖区,雨湖路街道,POINT (112.90741 27.85946)
966,吉林昌邑万达店,吉林省吉林市昌邑区吉林大街518号万达广场内1053—1055号商铺,"126.566360,43.882795",126.56636,43.882795,吉林市,吉林省,昌邑区,兴华街道,POINT (126.56636 43.882795)
967,虹桥高铁出发层,上海市闵行区虹桥高铁出发层3F-东2,"121.320609,31.193828",121.320609,31.193828,上海市,上海市,闵行区,新虹街道,POINT (121.320609 31.193828)
968,湖州万达广场店,吴兴区大升路899号万达广场1051号商铺。,"120.142122,30.860738",120.142122,30.860738,湖州市,浙江省,吴兴区,湖东街道,POINT (120.142122 30.860738)
969,武汉银泰创意城,武汉市洪山区珞瑜路35号珞珈创意城LG层LG010号,"114.355401,30.526361",114.355401,30.526361,武汉市,湖北省,洪山区,珞南街道,POINT (114.355401 30.526361)
970,宁海西子广场店,宁海县正学东路1号宁海西子国际购物中心1楼1F-07号商铺。,"121.440771,29.302902",121.440771,29.302902,宁波市,浙江省,宁海县,跃龙街道,POINT (121.440771 29.302902)
971,福州东二环二期,福州市晋安区岳峰镇化工路198路198号秦禾商务中心二区5号楼120铺汉堡王餐厅,"119.312865,26.067199",119.312865,26.067199,福州市,福建省,台江区,新港街道,POINT (119.312865 26.067199)
972,成都中粮鸿运店,成都市锦江区汇源北路鸿云悦街1F19号、1F21号商铺,"104.114606,30.636429",104.114606,30.636429,成都市,四川省,锦江区,双桂路街道,POINT (104.114606 30.636429)
973,苏州合景领汇,苏州市苏州大道东278号合景领汇3号楼101号商铺,"120.732636,31.324871",120.732636,31.324871,苏州市,江苏省,苏州工业园区,斜塘街道,POINT (120.732636 31.324871)
974,合肥瑶海万达广场,瑶海区临泉东路与和县路交叉口万达广场1001号商铺。,"117.301827,31.856007",117.301827,31.856007,合肥市,安徽省,包河区,包公街道,POINT (117.301827 31.856007)
975,北京大兴凯德,北京大兴生物医药基地12号凯德6-09C,"116.320500,39.686250",116.3205,39.68625,北京市,北京市,大兴区,北臧村镇,POINT (116.3205 39.68625)
976,珠海机场出发层B区店,广东省珠海市三灶镇海澄机场候机大楼主楼（东指廊）二楼出发指廊 2E-F-01 号商铺,"113.376646,22.008905",113.376646,22.008905,珠海市,广东省,金湾区,三灶镇,POINT (113.376646 22.008905)
977,西安金辉环球,西安市曲江新区雁塔南路885号金辉.环球广场H二期2-01--2-03,"108.966923,34.179845",108.966923,34.179845,西安市,陕西省,雁塔区,曲江街道,POINT (108.966923 34.179845)
978,上海维璟广场,闵行区七莘路1507号地上二层02-021b、021c号,"121.371119,31.119410",121.371119,31.11941,上海市,上海市,闵行区,莘庄镇,POINT (121.371119 31.11941)
979,德州万达店,山东省德州市德城区新华街道湖滨南路669号万达广场一层,"116.311677,37.429160",116.311677,37.42916,德州市,山东省,德城区,新华街道,POINT (116.311677 37.42916)
980,成都天祥广场餐厅,成都市高新区天府大道中段500号1F-32,"104.068001,30.553871",104.068001,30.553871,成都市,四川省,武侯区,桂溪街道,POINT (104.068001 30.553871)
981,静安大融城,上海市静安区沪太路1111弄9号大融城2号楼1FL123、L124号,"121.426421,31.277049",121.426421,31.277049,上海市,上海市,静安区,彭浦镇,POINT (121.426421 31.277049)
982,蚌埠银泰汉堡王,安徽省蚌埠市龙子湖区东海大道4000号蚌埠银泰城1-26商户,"117.367717,32.916263",117.367717,32.916263,蚌埠市,安徽省,蚌山区,淮河社区行政事务管理中心,POINT (117.367717 32.916263)
983,北京东升科技园,北京市海淀区西小口路66号中关村东升科技园B-6号楼B座B03,"116.357059,40.045892",116.357059,40.045892,北京市,北京市,海淀区,东升镇,POINT (116.357059 40.045892)
984,沈阳天空之城餐厅,辽宁省沈阳市铁西区建设中路52号天空之城一层1006号,"123.355368,41.801780",123.355368,41.80178,沈阳市,辽宁省,铁西区,兴顺街道,POINT (123.355368 41.80178)
985,无锡哥伦布店,无锡广南路315 - 18 号哥伦布广场一层1J - 04 号。,"120.335058,31.591784",120.335058,31.591784,无锡市,江苏省,梁溪区,广益街道,POINT (120.335058 31.591784)
986,天津冠德环球店,天津市西青区中北镇阜锦道与万卉路交口环球影城一层汉堡王,"117.091820,39.140603",117.09182,39.140603,天津市,天津市,西青区,中北镇,POINT (117.09182 39.140603)
987,沈阳碧桂园店,沈阳市于洪区汪河路99号碧桂园银河商业广场1楼108,"123.345567,41.750678",123.345567,41.750678,沈阳市,辽宁省,于洪区,城东湖街道,POINT (123.345567 41.750678)
988,沈阳环宇城店,沈阳市皇姑区塔湾街11号甲中海环宇城一楼汉堡王餐厅,"123.375982,41.827363",123.375982,41.827363,沈阳市,辽宁省,皇姑区,寿泉街道,POINT (123.375982 41.827363)
989,重庆龙湖源著天街,重庆市江北区福康路25号龙湖.源著天街A-LG-11号商铺,"106.489631,29.598944",106.489631,29.598944,重庆市,重庆市,江北区,石马河街道,POINT (106.489631 29.598944)
990,中山利和店,中山市东区中山三路16号之一利和广场购物中心首层123号铺,"113.383126,22.512333",113.383126,22.512333,中山市,广东省,[],东区街道,POINT (113.383126 22.512333)
991,深圳嘉汇新城店,广东省深圳市福田区福华路嘉汇新城1层L112/L124,"114.080496,22.538382",114.080496,22.538382,深圳市,广东省,福田区,福田街道,POINT (114.080496 22.538382)
992,成都银泰中心,四川省成都市高新区天府大道北段1199号,"104.070274,30.585219",104.070274,30.585219,成都市,四川省,武侯区,桂溪街道,POINT (104.070274 30.585219)
993,西安群光广场,西安市新城区南新街21号群光广场1F NO:1D01,"108.954624,34.260098",108.954624,34.260098,西安市,陕西省,新城区,西一路街道,POINT (108.954624 34.260098)
994,深圳东海花园店,深圳市福田区香轩路东海花园福禄居4号商店一层商场G18B号铺,"114.025528,22.538077",114.025528,22.538077,深圳市,广东省,福田区,香蜜湖街道,POINT (114.025528 22.538077)
995,上海共和新路,上海市静安区共和新路4766号宏慧.新汇园1号楼105号商铺,"121.446588,31.318676",121.446588,31.318676,上海市,上海市,静安区,彭浦新村街道,POINT (121.446588 31.318676)
996,成都天府三街,成都市高新区天府三街288号3栋附4号、5号、6号和云华路307号、309号、311号、313号商铺,"104.060736,30.545774",104.060736,30.545774,成都市,四川省,武侯区,桂溪街道,POINT (104.060736 30.545774)
997,宁波镇海吾悦店,宁波市镇海区永茂西路999号新城吾悦广场1022号商铺。,"121.596837,29.949578",121.596837,29.949578,宁波市,浙江省,镇海区,骆驼街道,POINT (121.596837 29.949578)
998,深圳机场GTC（二楼到达厅）,深圳市宝安区福永街道宝安国际机场GTC-214,"113.811929,22.627390",113.811929,22.62739,深圳市,广东省,宝安区,深圳市宝安国际机场,POINT (113.811929 22.62739)
999,天津聚源广场,天津市河北区鸿顺里街五马路300号全球购跨境购物中心一层W04号,"117.187465,39.155479",117.187465,39.155479,天津市,天津市,河北区,鸿顺里街道,POINT (117.187465 39.155479)
1000,欧亚新生活店,吉林省长春市朝阳区延安大街99号欧亚新生活购物中心一楼,"125.305876,43.863768",125.305876,43.863768,长春市,吉林省,朝阳区,红旗街道,POINT (125.305876 43.863768)
1001,上海罗店宝龙,上海市宝山区杨南路2211号罗店宝龙广场，店铺号M-1F-006-1/007/017,"121.358489,31.388640",121.358489,31.38864,上海市,上海市,宝山区,罗店镇,POINT (121.358489 31.38864)
1002,河源热水服务区北区店,广东省河源市东源县粤赣高速公路热水服务区（北区）汉堡王餐厅,"114.749068,23.822329",114.749068,23.822329,河源市,广东省,东源县,仙塘镇,POINT (114.749068 23.822329)
1003,龙岗天安数码城,深圳市龙岗区黄阁路龙岗天安数码新城天安活力广场一层2142、2143、2145、2146及二层2146号商铺,"114.216859,22.719675",114.216859,22.719675,深圳市,广东省,龙岗区,龙城街道,POINT (114.216859 22.719675)
1004,南京南方时代广场（润发路）,江宁区润发路与万福路交汇处南方时代购物中心1楼1001号。,"118.878932,31.997682",118.878932,31.997682,南京市,江苏省,江宁区,东山街道,POINT (118.878932 31.997682)
1005,南充江东大道店,南充市高坪区江东大道5 段309 号王府井购物中心1 楼1007 号,"106.105103,30.787639",106.105103,30.787639,南充市,四川省,高坪区,白塔街道,POINT (106.105103 30.787639)
1006,无锡百乐广场店,无锡盛岸西路331-158和331-159百乐广场3号楼一楼1041号,"120.242810,31.606550",120.24281,31.60655,无锡市,江苏省,惠山区,钱桥街道,POINT (120.24281 31.60655)
1007,苏州环球财富广场（苏惠路）,工业园区苏惠路88号环球财富广场3幢楼1楼109号商铺。,"120.670074,31.313776",120.670074,31.313776,苏州市,江苏省,苏州工业园区,娄葑街道,POINT (120.670074 31.313776)
1008,复兴路五棵松卓展,北京市复兴路69号卓展购物中心B1,"116.277664,39.913077",116.277664,39.913077,北京市,北京市,海淀区,万寿路街道,POINT (116.277664 39.913077)
1009,南山来福士广场,深圳市南山区创业路3023号公园一号广场裙楼2层20号,"113.925129,22.515508",113.925129,22.515508,深圳市,广东省,南山区,南山街道,POINT (113.925129 22.515508)
1010,天津小白楼,天津市和平区开封道44-45号,"117.215505,39.115795",117.215505,39.115795,天津市,天津市,和平区,小白楼街道,POINT (117.215505 39.115795)
1011,北京爱琴海,北京市朝阳区七圣中街12号院2号楼F1006号爱琴海商场西侧,"116.436181,39.970648",116.436181,39.970648,北京市,北京市,朝阳区,太阳宫镇,POINT (116.436181 39.970648)
1012,合肥包河万达广场,安徽省合肥市包河区马鞍山路130号包河万达广场C区4-1#的1117-1151号商铺,"117.302566,31.856266",117.302566,31.856266,合肥市,安徽省,包河区,包公街道,POINT (117.302566 31.856266)
1013,王府井购物中心,江西省南昌市青云谱区洪城路158号南昌王府井购物中心2F-011/012商铺,"115.905042,28.655042",115.905042,28.655042,南昌市,江西省,西湖区,十字街街道,POINT (115.905042 28.655042)
1014,刺桐关服务区汉堡王,云南省昆明市昆玉高速刺桐关服务区,"102.782820,25.002915",102.78282,25.002915,昆明市,云南省,官渡区,昆明经济技术开发区,POINT (102.78282 25.002915)
1015,常德万达餐厅,湖南省常德市武陵区皂果路1099号万达广场一楼一号门1003A铺位,"111.681369,29.055727",111.681369,29.055727,常德市,湖南省,武陵区,南坪街道,POINT (111.681369 29.055727)
1016,东航餐厅,四川省成都市双流区临港路一段32号成都东航中心5126、5127号,"103.975466,30.565003",103.975466,30.565003,成都市,四川省,双流区,西航港街道,POINT (103.975466 30.565003)
1017,三亚亚龙湾百花谷,海南省三亚市亚龙湾百花谷一层RT02位置B104/106区,"109.629181,18.242676",109.629181,18.242676,三亚市,海南省,吉阳区,吉阳镇,POINT (109.629181 18.242676)
1019,芜湖柏庄时代广场店,弋江区九华南路与大工山路交叉口4#1 - 15A，4#1 - 16A号。,"118.381944,31.292872",118.381944,31.292872,芜湖市,安徽省,弋江区,瀂港街道,POINT (118.381944 31.292872)
1020,龙湖锦艺城,河南省郑州市新郑市龙湖镇双湖大道152号龙湖锦艺城1层1F-08号,"113.726265,34.613733",113.726265,34.613733,郑州市,河南省,新郑市,龙湖镇,POINT (113.726265 34.613733)
1021,成都瑞安城中汇,成都金牛区解放路139号瑞安城中汇,"104.091843,30.693119",104.091843,30.693119,成都市,四川省,金牛区,驷马桥街道,POINT (104.091843 30.693119)
1022,广州花城汇北区,广东省广州市天河区黄埔大道西74号花城汇负一层,"113.324772,23.126301",113.324772,23.126301,广州市,广东省,天河区,冼村街道,POINT (113.324772 23.126301)
1023,天津泰达时尚广场,天津市经济技术开发区第五大街北海路泰达时尚汉堡王B座101,"117.726306,39.033967",117.726306,39.033967,天津市,天津市,滨海新区,开发区,POINT (117.726306 39.033967)
1024,宜昌万达,宜昌市伍家岗区沿江大道万达广场特168号,"111.307444,30.680193",111.307444,30.680193,宜昌市,湖北省,伍家岗区,万寿桥街道,POINT (111.307444 30.680193)
1025,上海宝安公路,上海市嘉定区宝安公路3386、3390、3456 号大融城1楼126号商铺,"121.278852,31.330166",121.278852,31.330166,上海市,上海市,嘉定区,马陆镇,POINT (121.278852 31.330166)
1026,苏州吴江财智中心,"苏州市吴江区松陵镇体育路508号金鹰商业中心2,3幢体育路518号","120.645015,31.143885",120.645015,31.143885,苏州市,江苏省,吴江区,太湖新城镇,POINT (120.645015 31.143885)
1027,北京优盛大厦餐厅,北京市海淀区成府路28号邦泰优盛大厦1层101室41号,"116.339300,39.992670",116.3393,39.99267,北京市,北京市,海淀区,学院路街道,POINT (116.3393 39.99267)
1028,大连软景中心,辽宁省大连软件园路1A-5号软景中心5号楼一楼,"121.540700,38.887401",121.5407,38.887401,大连市,辽宁省,沙河口区,[],POINT (121.5407 38.887401)
1029,泰州温莎小镇店,泰州药城大道北侧东方小镇欧洲街一层P-02号,"119.903004,32.397991",119.903004,32.397991,泰州市,江苏省,海陵区,医药城,POINT (119.903004 32.397991)
1030,重庆滨河大道（綦江万达广场）,重庆市綦江滨河大道27号万达广场一层1037-1038,"106.675925,29.033662",106.675925,29.033662,重庆市,重庆市,綦江区,文龙街道,POINT (106.675925 29.033662)
1031,深圳南山生态科技园店,深圳市南山区沙河西路1809号深圳湾科技生态园2栋C区01层06、07号,"113.953502,22.529271",113.953502,22.529271,深圳市,广东省,南山区,粤海街道,POINT (113.953502 22.529271)
1032,上海近铁城市广场,上海市普陀区真北路 726 弄3号B2-06商铺,"121.378243,31.231515",121.378243,31.231515,上海市,上海市,普陀区,长征镇,POINT (121.378243 31.231515)
1033,镇江苏宁,镇江市京口区中山东路301号镇江苏宁广场负一层B101+B101b号商铺。,"119.453226,32.204189",119.453226,32.204189,镇江市,江苏省,京口区,健康路街道,POINT (119.453226 32.204189)
1034,观澜湖,海南省海口市龙华区羊山大道39号东方汇15栋1楼,"110.329644,19.917183",110.329644,19.917183,海口市,海南省,龙华区,龙桥镇,POINT (110.329644 19.917183)
1035,深圳中英街一号,广东省深圳市盐田区杀神路与海涛路交汇处嘉信蓝海华,"114.234733,22.550113",114.234733,22.550113,深圳市,广东省,盐田区,海山街道,POINT (114.234733 22.550113)
1036,成都金堂县万达,四川省成都市金堂县万泰街6号万达广场一层1002-1003A号商铺,"104.416549,30.852971",104.416549,30.852971,成都市,四川省,金堂县,赵镇街道,POINT (104.416549 30.852971)
1037,西安文景广场,西安经济技术开发区凤城十一路文景商务广场商业裙房一层01,"108.937903,34.356046",108.937903,34.356046,西安市,陕西省,未央区,汉城街道,POINT (108.937903 34.356046)
1038,合肥银泰城,安徽省合肥市蜀山区东流路778号华邦银泰城B1层,"117.233585,31.818238",117.233585,31.818238,合肥市,安徽省,蜀山区,荷叶地街道,POINT (117.233585 31.818238)
1039,长春摩天活力城店,吉林省长春市南关区仙台大街与卫星路交汇摩天活力城负一层舞台旁汉堡王,"125.377296,43.833599",125.377296,43.833599,长春市,吉林省,二道区,[],POINT (125.377296 43.833599)
1040,北京怀柔万达,北京市怀柔区府前西街1号院1号楼万达广场2020号,"116.227770,39.905983",116.22777,39.905983,北京市,北京市,石景山区,鲁谷街道,POINT (116.22777 39.905983)
1041,郑州绿地千玺中心,河南省郑州市郑东新区CBD中心千玺广场汉堡王餐厅,"113.726724,34.770366",113.726724,34.770366,郑州市,河南省,金水区,如意湖街道,POINT (113.726724 34.770366)
